sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y (dps),Z_dps,move_type
71,2281259,296959.0,30.0,-1011.0,47.0,256.0,-262.0,-354.0,1.7,3.3,0.2,D
74,2243850,292284.0,31.0,-1072.0,66.0,264.0,-231.0,-318.0,-12.3,5.5,-1.9,D
7,791607,104047.0,277.0,292.0,1167.0,-325.0,-445.0,-40.0,-10.2,-9.5,12.1,L
54,317390,59403.0,-8.0,222.0,1002.0,91.0,-108.0,-87.0,0.0,0.0,0.6,W
0,307980,39448.0,200.0,-213.0,914.0,-256.0,-480.0,-40.0,-2.1,10.0,5.6,D
36,1102032,149540.0,37.0,-1003.0,73.0,270.0,-283.0,-346.0,1.7,9.7,1.8,L
31,928674,172661.0,56.0,-49.0,1003.0,-289.0,-435.0,-96.0,5.3,2.8,-0.8,U
74,589263,93384.0,-46.0,194.0,979.0,102.0,-64.0,-91.0,-5.6,9.7,4.0,W
136,121700,34937.0,-24.0,492.0,959.0,37.0,-138.0,-157.0,-5.4,3.8,1.8,W
4,1913790,244335.0,211.0,-67.0,884.0,-325.0,-469.0,-31.0,-16.3,-16.8,-33.7,R
60,186227,79842.0,138.0,-42.0,1038.0,-417.0,-396.0,-63.0,-3.5,0.8,6.5,R
47,531173,86128.0,-37.0,73.0,1031.0,124.0,-132.0,-49.0,-10.3,-2.9,1.4,W
15,401847,58530.0,-515.0,-908.0,76.0,276.0,-157.0,-261.0,-39.4,44.5,10.5,S
43,1133211,198230.0,55.0,-153.0,1018.0,-264.0,-451.0,-76.0,0.1,1.4,2.3,U
13,1757435,224791.0,191.0,-193.0,956.0,-310.0,-456.0,-63.0,0.0,-0.6,13.3,R
6,654644,92241.0,36.0,-230.0,971.0,-204.0,-454.0,-84.0,-2.8,2.5,6.8,D
25,53204,63211.0,116.0,-49.0,984.0,-381.0,-424.0,-72.0,-1.4,1.1,-0.5,R
60,217640,46931.0,-88.0,93.0,1012.0,142.0,-81.0,-63.0,-1.8,-3.6,2.1,W
5,1046359,187373.0,-55.0,-160.0,889.0,-247.0,-411.0,-144.0,-4.2,24.1,23.1,U
26,379677,55761.0,92.0,-578.0,-184.0,300.0,-124.0,-145.0,53.9,42.2,-26.6,S
24,1780563,234365.0,-20.0,-1036.0,-38.0,297.0,-217.0,-234.0,-19.2,13.5,4.2,U
41,1239762,166759.0,-63.0,-1014.0,215.0,246.0,-211.0,-349.0,-3.3,5.1,12.2,L
49,1023733,139753.0,30.0,-1010.0,86.0,271.0,-255.0,-319.0,-0.7,-15.4,1.7,L
7,394932,50323.0,124.0,-250.0,1000.0,-235.0,-472.0,-66.0,3.4,6.2,3.1,D
16,1592530,210859.0,140.0,-1001.0,94.0,261.0,-261.0,-304.0,5.8,-2.4,-16.3,U
41,614422,133373.0,-159.0,18.0,859.0,-309.0,-397.0,-147.0,7.4,-16.2,22.4,U
17,335953,42948.0,108.0,-253.0,976.0,-195.0,-475.0,-63.0,0.0,-0.5,2.5,D
10,850455,118090.0,-209.0,-944.0,135.0,238.0,-211.0,-331.0,-15.8,-76.7,-11.9,L
3,394753,50298.0,141.0,-274.0,969.0,-240.0,-475.0,-61.0,6.7,10.7,3.2,D
32,258988,40674.0,-76.0,-978.0,240.0,199.0,-175.0,-373.0,4.2,-7.6,5.1,S
12,215240,46631.0,-151.0,-337.0,985.0,199.0,-145.0,0.0,-43.6,13.5,0.2,W
24,152087,75573.0,132.0,-85.0,1014.0,-387.0,-424.0,-70.0,-1.4,-1.5,4.2,R
35,443663,67234.0,-96.0,-958.0,41.0,271.0,-219.0,-270.0,-0.2,11.1,-5.5,R
35,396344,50498.0,83.0,-155.0,1008.0,-244.0,-457.0,-70.0,3.0,1.2,11.2,D
57,1509550,200484.0,-66.0,-980.0,-137.0,321.0,-213.0,-198.0,-7.1,2.3,0.8,U
50,889970,123028.0,-82.0,-1032.0,150.0,262.0,-276.0,-342.0,-2.1,-19.6,2.1,L
2,314841,59078.0,-8.0,-458.0,1008.0,199.0,-210.0,55.0,-1.7,-3.3,6.6,W
8,1630781,215640.0,14.0,-1158.0,250.0,229.0,-217.0,-333.0,-62.6,-5.6,17.6,U
41,401998,106817.0,120.0,-62.0,1003.0,-426.0,-399.0,-69.0,-0.9,-0.7,1.8,R
51,397154,50598.0,75.0,-138.0,1003.0,-253.0,-460.0,-60.0,2.5,-0.8,-1.6,D
31,1640614,210185.0,407.0,-110.0,933.0,-421.0,-421.0,-21.0,1.6,2.1,2.8,L
2,343551,62671.0,-126.0,-238.0,809.0,181.0,-171.0,-31.0,-39.8,23.5,33.8,W
22,22646,3780.0,-6.0,-117.0,1035.0,-237.0,-442.0,-100.0,1.6,2.0,4.8,D
7,431690,110523.0,127.0,-123.0,1005.0,-438.0,-397.0,-49.0,32.0,-25.9,10.5,R
16,636471,91334.0,-82.0,-994.0,100.0,246.0,-210.0,-292.0,-2.9,-6.6,10.6,R
19,1904792,249896.0,-162.0,-1014.0,-109.0,310.0,-177.0,-193.0,-48.6,24.8,3.3,U
59,235048,37680.0,6.0,-911.0,503.0,133.0,-208.0,-442.0,90.1,12.3,-12.1,S
33,1205155,162428.0,-81.0,-1003.0,141.0,271.0,-223.0,-331.0,-8.1,-3.7,0.2,L
54,1594451,211096.0,-9.0,-927.0,-216.0,336.0,-222.0,-154.0,-5.0,0.8,10.3,U
46,22334,13191.0,66.0,-61.0,995.0,-267.0,-459.0,-79.0,0.3,0.8,2.1,U
15,895858,117078.0,131.0,-171.0,985.0,-165.0,-468.0,-57.0,-8.8,1.1,11.7,L
5,237325,41440.0,-172.0,-983.0,55.0,252.0,-222.0,-315.0,-2.5,-2.5,-1.6,R
11,1021844,139515.0,-21.0,-968.0,-53.0,258.0,-193.0,-244.0,6.5,-2.2,-3.7,L
31,312537,47368.0,252.0,-997.0,299.0,247.0,-111.0,-270.0,47.2,10.6,2.3,S
66,1024604,139859.0,38.0,-1003.0,9.0,289.0,-297.0,-307.0,-3.7,-1.7,-1.8,L
31,861179,112741.0,233.0,-258.0,973.0,64.0,-406.0,0.0,1.6,0.9,6.5,L
24,220128,84080.0,27.0,-119.0,1012.0,-369.0,-417.0,-96.0,1.7,-2.1,0.6,R
9,151425,75486.0,96.0,-48.0,1023.0,-379.0,-427.0,-75.0,6.6,-0.4,-6.5,R
45,280279,91598.0,145.0,-35.0,1037.0,-372.0,-421.0,-69.0,4.7,-6.4,3.2,R
59,178409,30599.0,-169.0,-941.0,181.0,202.0,-186.0,-367.0,5.6,5.1,-6.0,S
57,2243009,292178.0,40.0,-979.0,50.0,274.0,-265.0,-315.0,-5.1,3.9,-0.5,D
53,1865402,244971.0,-154.0,-970.0,-296.0,333.0,-159.0,-112.0,-2.3,3.0,-2.3,U
14,946904,130146.0,-115.0,-1006.0,144.0,250.0,-232.0,-318.0,-4.4,-24.2,0.6,L
17,22375,3748.0,-16.0,-145.0,981.0,-237.0,-445.0,-103.0,-1.6,4.6,4.9,D
36,928944,172692.0,13.0,-14.0,971.0,-294.0,-426.0,-94.0,3.5,0.7,3.5,U
49,469225,78384.0,-183.0,132.0,1006.0,111.0,-100.0,-67.0,-3.7,-2.1,1.7,W
30,220428,84117.0,-46.0,-126.0,1003.0,-367.0,-400.0,-109.0,0.4,-0.4,1.4,R
24,488540,117636.0,47.0,-74.0,940.0,-274.0,-439.0,-84.0,7.0,2.3,6.5,U
50,352948,52418.0,-64.0,-938.0,88.0,247.0,-196.0,-343.0,-4.2,12.2,-4.9,S
26,451137,64693.0,-1.0,-715.0,-182.0,297.0,-138.0,-163.0,37.9,59.1,-21.4,S
11,1109390,195255.0,20.0,-185.0,886.0,-267.0,-451.0,-94.0,-4.9,-4.4,-5.4,U
40,23515,3892.0,-34.0,-129.0,1020.0,-232.0,-445.0,-103.0,2.3,-0.5,2.5,D
13,1238382,166584.0,92.0,-1012.0,173.0,256.0,-229.0,-304.0,6.4,-4.7,1.6,L
69,55433,63486.0,116.0,-97.0,1000.0,-372.0,-424.0,-79.0,-2.4,0.0,3.9,R
66,429249,73384.0,21.0,105.0,1022.0,129.0,-132.0,-63.0,-0.3,-0.8,1.4,W
17,529673,85940.0,37.0,-566.0,715.0,207.0,-202.0,63.0,-86.0,28.0,22.3,W
38,861507,112785.0,185.0,-274.0,951.0,64.0,-411.0,-9.0,-0.1,0.4,4.0,L
20,1535381,203715.0,-62.0,-822.0,-311.0,313.0,-187.0,-126.0,-21.0,4.9,-0.2,U
6,401397,58474.0,-232.0,-1119.0,230.0,187.0,-184.0,-403.0,0.0,-28.4,35.1,S
34,274438,42605.0,-16.0,-974.0,14.0,259.0,-204.0,-298.0,-1.8,0.2,2.1,S
14,1995391,261221.0,-76.0,-992.0,4.0,298.0,-207.0,-276.0,10.3,3.5,-4.0,D
31,1758335,224903.0,208.0,-225.0,944.0,-318.0,-450.0,-58.0,-1.7,1.6,2.9,R
43,74759,17643.0,-6.0,-975.0,227.0,225.0,-201.0,-351.0,-3.0,5.3,0.2,S
38,1781253,234453.0,-36.0,-961.0,-199.0,330.0,-207.0,-186.0,-18.9,6.0,-4.2,U
49,591534,79034.0,191.0,-114.0,997.0,-37.0,-459.0,-49.0,0.7,0.0,3.0,L
3,495293,81640.0,-111.0,-537.0,861.0,214.0,-171.0,60.0,-19.3,31.1,42.5,W
24,2141581,279496.0,-110.0,-1004.0,-30.0,303.0,-190.0,-277.0,-7.0,-1.8,-3.1,D
43,1536551,203859.0,15.0,-867.0,-329.0,337.0,-223.0,-150.0,28.4,-23.5,0.8,U
42,558052,81534.0,-7.0,-989.0,-6.0,273.0,-229.0,-267.0,5.8,5.9,-2.6,R
38,353833,54635.0,-47.0,11.0,1031.0,-289.0,-439.0,-93.0,1.6,-0.4,1.7,D
54,310663,39786.0,5.0,-227.0,935.0,-234.0,-448.0,-73.0,17.4,-15.4,-4.0,D
24,2340059,304309.0,-33.0,-1001.0,-22.0,301.0,-216.0,-283.0,1.5,-4.2,-6.1,D
25,157362,30072.0,-168.0,-77.0,990.0,-253.0,-405.0,-124.0,-0.7,-0.2,1.7,D
28,152360,38768.0,-79.0,136.0,692.0,126.0,-105.0,-54.0,59.6,-32.6,18.6,W
1,343490,62665.0,0.0,-424.0,1107.0,175.0,-195.0,-18.0,23.3,53.6,44.2,W
13,529462,85915.0,-20.0,-122.0,1504.0,184.0,-205.0,-7.0,-49.6,-14.4,-13.9,W
29,1845847,235841.0,63.0,-102.0,999.0,-153.0,-472.0,-60.0,0.9,1.4,2.6,R
9,378837,55655.0,-209.0,-1087.0,134.0,204.0,-166.0,-375.0,0.4,-26.0,27.8,S
42,560423,89784.0,-25.0,161.0,938.0,105.0,-84.0,-91.0,-8.8,-5.8,5.8,W
37,1404701,187378.0,-35.0,-1011.0,158.0,267.0,-228.0,-291.0,-0.4,-1.3,0.8,U
56,217429,46906.0,-114.0,87.0,1004.0,154.0,-81.0,-67.0,-0.9,-0.9,0.9,W
21,1863813,244771.0,-106.0,-967.0,-129.0,306.0,-205.0,-220.0,-36.3,8.2,8.6,U
50,313497,47486.0,-40.0,-834.0,99.0,244.0,-165.0,-322.0,-24.9,26.8,-0.3,S
10,98890,13311.0,-70.0,-199.0,978.0,-223.0,-441.0,-108.0,0.7,-3.3,0.7,D
73,794907,104460.0,118.0,-256.0,973.0,-63.0,-454.0,-55.0,0.0,-2.1,2.4,L
16,315501,59165.0,54.0,-54.0,1393.0,166.0,-178.0,-24.0,-15.8,-18.3,-14.9,W
18,99280,13361.0,-13.0,-153.0,1021.0,-238.0,-450.0,-100.0,-0.4,-1.4,2.5,D
28,488512,72840.0,93.0,-957.0,34.0,259.0,-222.0,-274.0,4.6,-5.3,4.7,R
26,636951,91396.0,-76.0,-991.0,145.0,255.0,-217.0,-285.0,-1.7,12.1,-5.8,R
11,20595,12972.0,80.0,-98.0,944.0,-264.0,-450.0,-72.0,-1.9,2.6,3.5,U
47,1809888,231347.0,236.0,-158.0,960.0,-358.0,-441.0,-45.0,0.0,1.1,1.6,R
54,628366,88953.0,71.0,-103.0,998.0,-225.0,-456.0,-73.0,-1.1,-2.8,1.1,D
15,655096,92297.0,5.0,-241.0,966.0,-208.0,-462.0,-88.0,-3.1,2.1,4.1,D
52,469374,78403.0,-183.0,96.0,1006.0,112.0,-108.0,-69.0,-5.8,-0.7,-0.9,W
35,488843,72884.0,-102.0,-1019.0,67.0,253.0,-208.0,-270.0,-6.5,4.5,13.5,R
79,347393,63153.0,-140.0,279.0,956.0,73.0,-75.0,-111.0,0.9,-3.4,3.0,W
48,1507323,193522.0,181.0,-267.0,1049.0,-271.0,-442.0,-49.0,4.6,1.0,-28.0,L
9,487791,117542.0,48.0,-164.0,883.0,-262.0,-450.0,-81.0,-12.1,-21.4,0.1,U
73,656032,138573.0,34.0,-165.0,984.0,-292.0,-423.0,-99.0,5.9,-1.3,7.0,U
64,154161,38993.0,42.0,334.0,939.0,54.0,-103.0,-123.0,0.2,1.2,2.8,W
3,524663,77359.0,-55.0,-947.0,182.0,252.0,-246.0,-337.0,18.9,3.1,-10.6,R
23,403163,62171.0,72.0,-938.0,3.0,289.0,-300.0,-256.0,-17.7,48.4,-6.1,R
35,303558,94511.0,103.0,-73.0,1025.0,-370.0,-427.0,-70.0,-0.9,6.4,6.0,R
9,68097,20284.0,-100.0,-982.0,39.0,282.0,-232.0,-307.0,11.6,5.2,10.0,R
28,1914966,244485.0,196.0,-102.0,1008.0,-339.0,-457.0,-49.0,-0.5,0.4,2.6,R
40,2085128,272440.0,6.0,-1001.0,66.0,253.0,-256.0,-342.0,-7.0,-0.7,1.9,D
58,862498,112910.0,186.0,-251.0,971.0,72.0,-408.0,-7.0,2.0,1.8,3.0,L
74,559642,81734.0,-97.0,-1017.0,99.0,258.0,-219.0,-283.0,-6.5,-0.5,5.3,R
44,234298,37586.0,-65.0,-1008.0,145.0,232.0,-204.0,-355.0,0.0,0.4,-2.8,S
26,1365946,175847.0,23.0,100.0,1023.0,-585.0,-184.0,-93.0,0.0,-0.7,0.4,L
68,1595142,211184.0,-42.0,-970.0,-235.0,333.0,-208.0,-159.0,-5.3,-2.5,0.9,U
9,1197132,161428.0,-72.0,-1005.0,79.0,262.0,-246.0,-339.0,-5.8,-0.2,0.9,L
65,1367880,176091.0,29.0,100.0,987.0,-580.0,-168.0,-79.0,1.0,-4.4,2.6,L
25,1995931,261290.0,-9.0,-998.0,20.0,289.0,-249.0,-306.0,13.0,-0.6,-2.3,D
39,2444698,317390.0,17.0,-1033.0,84.0,270.0,-259.0,-345.0,6.8,-2.8,-0.6,D
9,106699,33062.0,13.0,467.0,878.0,9.0,-82.0,-153.0,-0.7,-2.0,1.5,W
28,331497,49736.0,245.0,-1053.0,332.0,234.0,-165.0,-321.0,47.9,-5.6,-11.1,S
27,68997,20396.0,-52.0,-1021.0,160.0,244.0,-162.0,-267.0,13.3,4.4,18.8,R
7,2443078,317190.0,-111.0,-992.0,-13.0,291.0,-178.0,-271.0,0.5,-3.0,4.6,D
28,220339,84105.0,61.0,-54.0,1053.0,-372.0,-409.0,-96.0,1.0,11.8,0.3,R
20,860608,112672.0,169.0,-260.0,970.0,66.0,-409.0,0.0,3.9,-6.3,-4.9,L
35,2370691,308140.0,77.0,-983.0,198.0,243.0,-262.0,-388.0,5.1,1.1,-7.0,D
26,2409988,313053.0,-95.0,-908.0,-117.0,313.0,-210.0,-264.0,28.0,-16.5,-9.1,D
68,239041,49606.0,13.0,129.0,1003.0,120.0,-75.0,-72.0,-0.5,-0.2,1.8,W
7,1445291,192453.0,-14.0,-988.0,164.0,214.0,-243.0,-333.0,-17.6,9.8,3.7,U
0,1807548,231053.0,7.0,-323.0,1062.0,-249.0,-453.0,-69.0,-8.7,-6.7,4.9,R
42,578663,128898.0,-184.0,-81.0,811.0,-232.0,-414.0,-133.0,39.8,-27.2,-8.4,U
9,1731428,228221.0,82.0,-838.0,-188.0,319.0,-211.0,-169.0,-45.6,-28.6,-26.8,U
48,1594152,211059.0,-19.0,-1017.0,-179.0,330.0,-217.0,-168.0,-7.4,5.0,-2.8,U
19,496071,81740.0,110.0,-549.0,898.0,217.0,-151.0,52.0,-77.9,2.2,11.6,W
32,1404461,187346.0,-18.0,-971.0,85.0,259.0,-223.0,-292.0,-2.0,-4.1,-3.0,U
47,158471,30210.0,-129.0,-87.0,988.0,-249.0,-421.0,-118.0,0.4,-0.9,2.2,D
34,851655,118240.0,-81.0,-984.0,-23.0,273.0,-267.0,-292.0,-4.2,4.1,1.9,L
40,560333,89771.0,-129.0,157.0,1009.0,103.0,-84.0,-87.0,10.2,-6.0,10.3,W
1,183287,79473.0,0.0,-19.0,1012.0,-264.0,-445.0,-94.0,-0.3,-0.4,1.5,R
32,520130,121586.0,-9.0,-168.0,982.0,-214.0,-432.0,-103.0,-0.4,0.5,3.1,U
61,655442,138498.0,93.0,-170.0,968.0,-274.0,-427.0,-96.0,0.9,1.6,3.2,U
56,313797,47524.0,-101.0,-1012.0,80.0,256.0,-163.0,-298.0,0.4,-4.9,-3.4,S
25,888704,122871.0,2.0,-982.0,77.0,262.0,-237.0,-300.0,2.1,-0.5,0.7,L
29,606352,87571.0,-115.0,-1003.0,169.0,232.0,-223.0,-316.0,-5.5,1.6,0.7,R
1,1061983,144534.0,39.0,-1021.0,17.0,252.0,-199.0,-270.0,2.5,28.1,19.2,L
51,2445298,317465.0,50.0,-1051.0,-175.0,279.0,-249.0,-331.0,-37.6,0.7,0.9,D
34,309642,39661.0,22.0,-235.0,975.0,-225.0,-447.0,-91.0,-2.8,0.7,2.5,D
68,445313,67440.0,-199.0,-993.0,68.0,247.0,-192.0,-273.0,0.5,2.1,0.5,R
55,1138722,154128.0,-57.0,-1016.0,68.0,267.0,-235.0,-330.0,-6.3,-7.0,2.8,L
34,985063,134915.0,-31.0,-982.0,128.0,249.0,-271.0,-358.0,5.5,-1.1,-0.1,L
2,52056,63067.0,-27.0,-143.0,1096.0,-267.0,-462.0,-70.0,-5.3,-7.7,-33.1,R
14,219617,84017.0,73.0,-59.0,1055.0,-364.0,-412.0,-94.0,-6.7,2.4,-4.2,R
19,655305,92322.0,23.0,-220.0,982.0,-201.0,-460.0,-84.0,2.1,-0.8,1.9,D
11,185389,42900.0,-18.0,-61.0,510.0,204.0,-154.0,1.0,10.2,27.5,43.3,W
23,276265,46309.0,46.0,-1015.0,-57.0,288.0,-312.0,-244.0,-3.7,1.6,-2.1,R
10,278509,91380.0,82.0,-21.0,1005.0,-385.0,-408.0,-85.0,-12.7,3.2,6.7,R
69,2243609,292253.0,-44.0,-1012.0,32.0,268.0,-241.0,-316.0,3.6,3.5,8.1,D
15,626416,88710.0,64.0,-51.0,1013.0,-243.0,-454.0,-76.0,1.5,-1.6,2.1,D
9,577012,128692.0,-36.0,-268.0,1003.0,-222.0,-411.0,-165.0,13.3,1.9,1.8,U
4,1779575,234240.0,10.0,-1059.0,81.0,253.0,-201.0,-283.0,18.2,-12.6,14.1,U
18,1631291,215703.0,-111.0,-971.0,-183.0,322.0,-195.0,-148.0,-8.6,3.6,0.0,U
31,557512,81465.0,-54.0,-1013.0,47.0,262.0,-196.0,-259.0,6.1,6.8,15.1,R
32,1366250,175885.0,43.0,110.0,996.0,-574.0,-180.0,-93.0,5.1,-5.3,-1.6,L
51,1206042,162540.0,2.0,-1015.0,126.0,267.0,-223.0,-337.0,-4.3,2.1,2.2,L
13,19620,10749.0,-696.0,-758.0,80.0,285.0,-135.0,-247.0,-19.0,57.5,-4.0,S
57,317364,51446.0,24.0,-1020.0,110.0,268.0,-204.0,-255.0,0.7,-1.1,0.8,R
32,1472141,195809.0,-94.0,-909.0,-408.0,315.0,-216.0,-75.0,-5.6,1.4,2.4,U
7,175799,30274.0,-604.0,-1105.0,83.0,232.0,-171.0,-348.0,-46.4,-10.2,29.1,S
3,431510,110505.0,-17.0,332.0,959.0,-429.0,-393.0,-81.0,2.5,-16.5,-24.7,R
41,1810773,238140.0,-84.0,-988.0,-201.0,342.0,-180.0,-157.0,-3.8,4.6,2.2,U
58,2445627,317509.0,10.0,-973.0,-15.0,274.0,-238.0,-325.0,-3.0,3.0,6.2,D
19,51480,14730.0,623.0,-1026.0,336.0,235.0,-156.0,-301.0,65.3,-35.7,4.4,S
51,1916137,244628.0,130.0,-142.0,1003.0,-333.0,-448.0,-58.0,2.0,-1.7,-0.2,R
78,154850,39081.0,6.0,343.0,953.0,58.0,-100.0,-123.0,0.0,1.1,1.1,W
6,816200,113803.0,-118.0,-1011.0,337.0,220.0,-205.0,-333.0,-2.2,-11.9,-2.9,L
21,442973,67146.0,-86.0,-945.0,81.0,262.0,-205.0,-306.0,-5.4,-31.9,-2.8,R
18,1022203,139559.0,-12.0,-1017.0,69.0,267.0,-216.0,-268.0,-5.5,-10.0,-2.8,L
5,1844647,235691.0,161.0,-157.0,937.0,-249.0,-477.0,-42.0,10.2,2.5,14.1,R
21,519591,121517.0,17.0,-174.0,1096.0,-226.0,-424.0,-121.0,4.1,3.0,8.1,U
20,426952,73096.0,24.0,76.0,1002.0,139.0,-141.0,-55.0,0.7,-0.6,0.7,W
74,318412,59528.0,-61.0,221.0,1014.0,97.0,-94.0,-85.0,0.9,3.2,0.3,W
34,1934132,253565.0,-136.0,-928.0,-347.0,333.0,-159.0,-99.0,1.8,3.0,-1.0,U
67,239000,49600.0,6.0,120.0,1000.0,127.0,-78.0,-78.0,-2.5,-1.9,1.6,W
42,332187,49824.0,-152.0,-950.0,315.0,204.0,-234.0,-403.0,-20.2,-5.6,9.1,S
23,279175,91461.0,79.0,-61.0,1016.0,-387.0,-423.0,-87.0,2.3,-2.7,2.2,R
30,23036,3830.0,-18.0,-119.0,1020.0,-234.0,-435.0,-109.0,-1.5,-0.9,3.2,D
38,1137883,154021.0,-66.0,-1001.0,92.0,250.0,-201.0,-297.0,0.2,5.0,4.3,L
34,107961,33218.0,-43.0,516.0,892.0,9.0,-93.0,-165.0,1.8,0.9,0.1,W
42,2444848,317409.0,49.0,-998.0,111.0,252.0,-250.0,-352.0,0.2,-7.3,2.1,D
30,851476,118215.0,-189.0,-1018.0,-35.0,267.0,-271.0,-298.0,-3.8,3.2,-0.3,L
22,792356,104141.0,164.0,-258.0,1030.0,-58.0,-457.0,-55.0,4.7,3.7,8.3,L
17,311847,47280.0,-532.0,-922.0,-29.0,258.0,-129.0,-303.0,-37.3,25.4,30.8,S
30,107749,33193.0,10.0,514.0,895.0,9.0,-90.0,-163.0,-1.4,-4.2,3.2,W
12,258002,40549.0,-153.0,-994.0,129.0,226.0,-150.0,-331.0,-1.5,-2.0,-0.8,S
82,589673,93440.0,-99.0,196.0,997.0,100.0,-57.0,-97.0,0.0,0.0,1.0,W
45,23787,3923.0,-31.0,-128.0,1017.0,-231.0,-433.0,-100.0,0.5,0.1,2.2,D
54,353127,52443.0,-41.0,-1012.0,147.0,244.0,-195.0,-340.0,-1.4,7.4,-1.1,S
49,2242620,292128.0,84.0,-986.0,61.0,286.0,-271.0,-319.0,7.0,0.9,-3.2,D
7,20384,12947.0,82.0,-73.0,933.0,-270.0,-456.0,-67.0,-3.7,-5.1,-3.7,U
16,1839363,241715.0,-2.0,-868.0,-357.0,334.0,-192.0,-55.0,-15.8,-1.4,-4.6,U
7,329328,97730.0,85.0,-12.0,960.0,-355.0,-429.0,-78.0,-6.7,5.6,-17.7,R
29,1366116,175860.0,24.0,85.0,1030.0,-571.0,-180.0,-93.0,-0.6,0.0,0.6,L
71,1024843,139890.0,61.0,-985.0,-12.0,298.0,-298.0,-298.0,-4.5,5.0,1.5,L
4,330297,49586.0,-169.0,-1098.0,111.0,231.0,-174.0,-337.0,-4.6,-33.2,25.3,S
4,1713996,219360.0,197.0,-121.0,928.0,-303.0,-460.0,-49.0,-22.2,-24.9,-54.5,R
58,1916467,244672.0,197.0,-141.0,1010.0,-334.0,-448.0,-63.0,3.6,-3.9,4.7,R
18,1616164,207128.0,301.0,-24.0,980.0,-423.0,-424.0,-33.0,0.8,2.5,5.8,L
21,344512,62790.0,-193.0,-149.0,492.0,169.0,-99.0,10.0,38.2,17.5,19.1,W
30,986661,179911.0,-13.0,-105.0,1016.0,-265.0,-429.0,-105.0,-0.2,0.8,0.0,U
56,211348,34718.0,-120.0,-1000.0,52.0,259.0,-159.0,-283.0,-1.5,1.8,0.3,S
1,2369009,307928.0,-105.0,-851.0,-137.0,310.0,-184.0,-262.0,-5.8,7.1,5.3,D
24,860818,112697.0,229.0,-255.0,930.0,57.0,-414.0,-1.0,1.9,-1.2,7.2,L
45,1716034,219616.0,287.0,-215.0,947.0,-354.0,-436.0,-36.0,1.5,-1.9,1.8,R
3,1131201,197980.0,-28.0,-234.0,996.0,-246.0,-433.0,-112.0,-3.8,-5.8,-9.9,U
1,1779423,234221.0,6.0,-1056.0,-73.0,273.0,-195.0,-261.0,13.5,-6.3,1.6,U
57,1783626,228066.0,207.0,-156.0,973.0,-348.0,-435.0,-61.0,4.2,6.4,5.8,R
32,234731,30292.0,15.0,-102.0,1010.0,-211.0,-450.0,-67.0,0.1,-2.3,0.4,D
33,2279372,296721.0,-55.0,-882.0,-95.0,-351.0,-136.0,-499.0,10.6,-16.3,3.5,D
13,1809363,237965.0,-123.0,-930.0,-44.0,265.0,-205.0,-300.0,-57.1,11.5,13.6,U
22,215751,46693.0,-158.0,133.0,1070.0,178.0,-82.0,3.0,49.3,-21.4,4.2,W
31,1063482,144721.0,-16.0,-988.0,164.0,256.0,-271.0,-357.0,-7.5,2.3,7.3,L
39,186801,43075.0,-213.0,253.0,1028.0,78.0,-100.0,-118.0,18.1,12.2,-0.2,W
19,1082749,191923.0,41.0,-97.0,1023.0,-270.0,-438.0,-93.0,-2.8,-1.4,0.9,U
12,1505523,193297.0,255.0,-294.0,945.0,-232.0,-466.0,-31.0,7.5,1.7,24.5,L
21,2172061,283309.0,-78.0,-1030.0,-5.0,294.0,-220.0,-286.0,19.0,-3.0,-3.1,D
5,178046,34028.0,-45.0,-975.0,92.0,252.0,-228.0,-316.0,-4.0,2.6,-3.5,R
23,187302,33816.0,-176.0,3.0,996.0,-301.0,-405.0,-127.0,0.7,0.2,2.2,D
46,1781682,234503.0,-44.0,-952.0,-206.0,336.0,-201.0,-159.0,-10.1,-0.7,2.3,U
20,1047109,187467.0,-56.0,-92.0,1046.0,-213.0,-424.0,-118.0,2.5,1.7,-0.2,U
24,431426,62230.0,-172.0,-710.0,-166.0,294.0,-124.0,-177.0,4.9,43.5,-4.4,S
15,344212,62753.0,-93.0,-204.0,1060.0,177.0,-133.0,-30.0,-63.3,22.9,5.3,W
0,585578,92928.0,-58.0,-50.0,1029.0,162.0,-207.0,-55.0,-17.6,-0.9,-14.4,W
25,1083052,191961.0,46.0,-117.0,1011.0,-277.0,-444.0,-90.0,0.5,0.7,2.7,U
2,442013,67028.0,-104.0,-1007.0,134.0,253.0,-237.0,-333.0,0.2,-5.1,-5.2,R
2,1321890,170341.0,-89.0,118.0,1158.0,-583.0,-48.0,-63.0,7.2,-17.5,10.1,L
8,20446,12953.0,123.0,-71.0,933.0,-264.0,-459.0,-73.0,-8.1,-1.6,-1.1,U
37,193660,25161.0,10.0,-197.0,1012.0,-216.0,-447.0,-88.0,-0.3,-0.6,2.8,D
20,433183,55105.0,-8.0,-139.0,1000.0,-228.0,-450.0,-81.0,-2.3,0.3,3.2,D
4,278208,91342.0,35.0,7.0,978.0,-385.0,-414.0,-82.0,-4.4,0.0,-13.7,R
58,1759685,225072.0,149.0,-172.0,928.0,-318.0,-448.0,-73.0,15.5,1.6,12.2,R
56,234898,37661.0,-81.0,-832.0,56.0,202.0,-210.0,-382.0,52.5,0.2,-36.1,S
